QKEY,INTERVIEW_START_W110,INTERVIEW_END_W110,DEVICE_TYPE_W110,LANG_W110,FORM_W110,XCITIZEN_W110,POL1JB_W110,POL1JBSTR_W110,INSTFAV_a_W110,INSTFAV_b_W110,JBCONF_ECON_W110,JBCONF_CRIS_W110,JBCONF_IMMI_W110,JBCONF_CLSR_W110,JBCONF_CN_W110,JBCONF_CONG_W110,JBCONF_CRIM_W110,JBCONF_PUBH_W110,JBECON_W110,JBADMIN2_NRCH_W110,JBADMIN2_OPEN_W110,JBADMIN2_EFFI_W110,JBADMIN2_STND_W110,JBADMIN2_MORL_W110,DIFFPARTY_W110,PTYISSUE_ECON_W110,PTYISSUE_ABPOL_W110,PTYISSUE_IMM_W110,PTYISSUE_COV_W110,PTYISSUE_CLIM_W110,PTYISSUE_LGT_W110,PTYISSUE_GUNS_W110,PTYISSUE_HC_W110,PTYISSUE_RACE_W110,PTYISSUE_CRIME_W110,REPPTYTRAIT_EXTR_W110,REPPTYTRAIT_EXCHT_W110,REPPTYTRAIT_HON_W110,REPPTYTRAIT_TOL_W110,REPPTYTRAIT_TRADS_W110,REPPTYTRAIT_INTF_W110,DEMPTYTRAIT_EXTR_W110,DEMPTYTRAIT_EXCHT_W110,DEMPTYTRAIT_HON_W110,DEMPTYTRAIT_TOL_W110,DEMPTYTRAIT_TRADS_W110,DEMPTYTRAIT_INTF_W110,TRAITREPa_W110,TRAITREPb_W110,TRAITREPc_W110,TRAITREPe_W110,TRAITREPf_W110,TRAITDEMa_W110,TRAITDEMb_W110,TRAITDEMc_W110,TRAITDEMe_W110,TRAITDEMf_W110,SENGUN22A_W110,SENGUN22B_W110,SENGUN22C_W110,SENGUN22D_W110,ABRTLGL_W110,ECON1_W110,ECON1B_W110,PERSFNC_W110,PERSFNCB_W110,ECONCONC_INFL_W110,ECONCONC_UNEM_W110,ECONCONC_LAB_W110,ECONCONC_ENG_W110,ECONCONC_SHTG_W110,ECONCONC_REAL_W110,ECONCONC_STCK_W110,INFROLE_GOVSP_W110,INFROLE_COVID_W110,INFROLE_PROF_W110,INFROLE_UKR_W110,INFROLE_INTRT_W110,PARTY_GOOD_W110,VIEWSCHAR_W110,FAVPOL_BIDEN_W110,FAVPOL_TRUMP_W110,FAVPOL_HARRIS_W110,FAVPOL_SCHUMER_W110,FAVPOL_MCCONNELL_W110,FAVPOL_PELOSI_W110,FAVPOL_MCCARTHY_W110,FAVPOL_PENCE_W110,RGHTCNTRL_W110,MOREGUNIMPACT_W110,MASSSTRICT_W110,ELCTCOLLB_W110,CANMTCHPOL_W110,LEADERCHAR_WIN_W110,LEADERCHAR_DSA_W110,LEADERCHAR_MIL_W110,LEADERCHAR_GVEXP_W110,PRTY_CHSE_W110,REPLEAD_EVIL_W110,REPLEAD_COOP_W110,REPLEAD_DMGD_W110,DEMLEAD_EVIL_W110,DEMLEAD_COOP_W110,DEMLEAD_RPGD_W110,HRD_ABRTN_W110,ABRTN_SCOTUS_W110,PARTY_W110,PARTYLN_W110,PARTYSTR_W110,IDENTITYREP_a_W110,IDENTITYREP_b_W110,IDENTITYREP_c_W110,IDENTITYREP_f_W110,IDENTITYREP_g_W110,IDENTITYDEM_a_W110,IDENTITYDEM_b_W110,IDENTITYDEM_c_W110,IDENTITYDEM_f_W110,IDENTITYDEM_g_W110,IDENTITYLN1R_a_W110,IDENTITYLN1R_b_W110,IDENTITYLN1R_c_W110,IDENTITYLN1R_g_W110,IDENTITYLN2R_a_W110,IDENTITYLN2R_b_W110,IDENTITYLN2R_c_W110,IDENTITYLN2R_e_W110,IDENTITYLN1D_a_W110,IDENTITYLN1D_b_W110,IDENTITYLN1D_c_W110,IDENTITYLN1D_g_W110,IDENTITYLN2D_a_W110,IDENTITYLN2D_b_W110,IDENTITYLN2D_c_W110,IDENTITYLN2D_e_W110,DVOTER_W110,RVOTER_W110,E3MOD_W110,YRSJOB_W110,YRSJOBSLF_W110,LOOKLKLY_W110,JOBSEC_W110,FINDJOB_W110,ABRTN_STATE_W110,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W110
109143,2022-06-27T17:09:51Z,2022-06-27T17:23:04Z,2,1,1,1,2,1,1,4,4,4,4,4,4,NA,NA,NA,2,2,4,4,4,4,1,3,4,2,2,3,4,NA,NA,NA,NA,3,NA,1,2,1,3,1,NA,4,4,4,1,1,1,4,2,1,5,5,2,4,5,2,2,3,2,1,4,2,3,2,1,3,2,1,1,1,1,2,2,1,1,3,3,NA,4,1,4,4,2,NA,NA,NA,1,3,NA,1,1,4,3,5,4,5,4,2,4,NA,NA,NA,2,4,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,5,2,4,2,1,3,5,2,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,1,6,1,2,1,1,2,0.373030062700439
109188,2022-06-28T23:54:19Z,2022-07-03T12:05:09Z,3,1,2,1,1,2,4,2,2,2,NA,NA,NA,2,2,1,3,3,2,1,1,1,2,3,4,NA,NA,NA,NA,4,4,4,3,NA,1,4,4,4,1,NA,3,1,1,1,3,3,3,4,3,3,2,3,3,2,3,1,1,2,1,2,2,3,3,3,1,1,2,1,1,2,2,2,2,1,2,2,NA,1,2,4,NA,NA,NA,2,3,3,2,NA,1,1,1,1,3,5,2,2,NA,NA,NA,3,1,5,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,1,4,NA,6,NA,NA,NA,NA,NA,4,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,3,3,2,2,3,5,1,3,1,2,2,0.2817724259340236
110041,2022-06-28T23:47:10Z,2022-06-29T00:06:45Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,2,2,5,NA,NA,NA,NA,3,NA,2,2,1,3,1,NA,4,3,2,1,3,2,3,3,2,5,3,4,4,4,3,5,4,2,3,4,2,2,2,1,4,1,1,1,3,1,1,3,3,4,4,3,NA,4,2,4,4,2,NA,NA,NA,1,2,NA,2,1,2,1,5,4,5,1,2,1,NA,NA,NA,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,2,1,3,5,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,9,1,2,2,1,3,0.4403686090417568
110353,2022-06-30T19:49:57Z,2022-06-30T20:09:53Z,2,1,1,1,2,1,2,4,3,3,3,3,3,NA,NA,NA,2,2,2,3,3,4,1,5,1,2,2,99,2,NA,NA,NA,NA,2,NA,2,2,2,2,3,NA,3,3,3,3,2,2,2,2,2,5,3,4,4,4,2,2,2,1,3,3,2,3,2,1,2,2,1,2,2,2,2,2,2,1,1,2,NA,2,2,3,3,2,NA,NA,NA,2,3,NA,1,1,3,2,5,3,3,3,3,3,NA,NA,NA,1,1,1,NA,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,5,2,2,3,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,4,1,2,2,2,1,0.8391930801490401
111665,2022-06-28T19:12:01Z,2022-06-28T19:30:46Z,2,1,1,1,1,1,4,2,1,2,2,2,2,NA,NA,NA,1,4,2,2,1,1,1,3,4,3,4,4,4,NA,NA,NA,NA,1,NA,4,4,2,1,2,NA,2,1,2,3,4,5,5,5,5,4,2,2,2,2,1,1,2,1,2,2,1,2,1,2,3,3,2,3,2,1,3,2,1,1,3,2,NA,2,4,2,2,4,NA,NA,NA,2,1,NA,1,1,1,2,4,4,4,1,1,4,NA,NA,NA,1,4,2,NA,2,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,4,1,4,9,4,2,2,3,1,1,1,1,3,1,1,1,2,1,2,4,2,NA,2,3,5,1,3,NA,1,2,1.7005882021784846
112371,2022-06-28T21:30:53Z,2022-06-28T23:22:54Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,2,1,1,NA,NA,NA,NA,2,2,1,1,NA,3,2,1,2,4,NA,1,4,4,4,1,2,2,2,3,3,5,4,5,3,5,2,5,3,1,99,4,2,3,2,1,2,2,1,1,1,1,2,2,4,4,3,NA,2,4,2,NA,NA,NA,4,2,3,1,NA,3,2,1,3,1,3,3,5,NA,NA,NA,1,1,4,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,5,2,3,4,1,1,2,3,2,2,3,1,3,99,99,3,1,99,1,2,2,2,4,3,1,1,1,1,1,2,3,2,1,0.3646960358670856
112613,2022-07-02T22:28:04Z,2022-07-02T22:40:17Z,1,1,1,1,2,1,2,3,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,5,1,1,5,5,NA,NA,NA,NA,2,NA,1,2,1,4,2,NA,3,3,3,4,2,1,2,2,3,3,3,4,3,3,1,2,2,1,1,4,2,2,3,1,3,1,1,1,1,1,2,2,3,2,3,3,NA,4,2,4,3,2,NA,NA,NA,2,3,NA,1,1,3,3,5,5,3,3,1,2,NA,NA,NA,1,4,1,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,2,1,3,5,4,2,1,6,2,NA,1,1,1,1,1,6,1,2,1,4,1,NA,1,1,99,1,2,3,1,99,0.42551145258127604
113274,2022-06-28T18:33:21Z,2022-06-28T18:42:25Z,2,1,2,1,1,2,3,2,3,2,NA,NA,NA,3,2,2,3,3,2,2,2,2,2,1,3,NA,NA,NA,NA,3,3,3,2,NA,2,2,3,3,2,NA,2,2,1,1,2,3,4,4,4,3,2,3,3,1,4,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,1,1,3,NA,NA,NA,3,2,2,2,NA,2,2,2,5,3,3,4,2,NA,NA,NA,3,3,3,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,3,3,NA,1,2,NA,4,2,4,4,1,1,1,3,1,1,5,2,NA,1,3,5,1,1,6,1,2,1,4,3,2,2,3,2,1,3,1,2,1,0.11626646579953706
114671,2022-06-29T11:18:42Z,2022-06-29T11:39:18Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,2,4,4,4,4,1,1,2,NA,NA,NA,NA,1,1,1,1,NA,4,2,2,1,4,NA,1,4,4,4,1,3,1,3,3,3,5,5,4,4,4,2,2,2,2,3,4,2,1,2,1,4,2,1,1,1,4,1,1,4,3,2,NA,1,4,2,NA,NA,NA,4,2,4,1,NA,3,2,1,3,1,5,4,5,NA,NA,NA,1,1,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,1,1,4,8,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,3,1,1,1,9,3,2,2,2,3,0.3028749056242428
116151,2022-06-29T14:38:19Z,2022-06-29T15:14:10Z,2,1,2,1,2,1,1,4,4,4,NA,NA,NA,4,4,99,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,4,1,1,1,4,NA,1,4,4,4,1,1,1,1,1,1,5,5,5,5,5,1,4,3,2,4,4,2,3,2,1,2,1,1,1,1,1,2,2,3,2,3,NA,1,4,1,NA,NA,NA,4,1,2,1,NA,2,2,1,5,1,5,3,4,NA,NA,NA,1,1,5,1,1,1,NA,1,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,1,1,4,8,4,2,3,1,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,5,1,1,1.3500889969685035
116591,2022-07-01T12:01:03Z,2022-07-01T12:21:40Z,1,1,2,1,2,2,1,3,3,3,NA,NA,NA,2,3,2,3,3,3,99,3,3,3,2,5,NA,NA,NA,NA,5,2,5,5,NA,4,3,3,4,4,NA,3,3,3,3,4,4,3,3,3,3,3,4,5,3,4,3,5,3,1,2,3,3,3,3,1,3,1,1,3,3,2,1,2,3,1,2,NA,2,3,2,NA,NA,NA,3,2,2,1,NA,3,1,2,5,1,4,1,3,NA,NA,NA,3,3,3,3,3,1,NA,2,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,2,1,3,5,4,2,3,2,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,2,3,1,3,3,2,2,1.0483890503053996
116617,2022-06-29T15:19:05Z,2022-06-29T15:34:28Z,2,1,1,1,1,1,4,2,2,1,1,2,1,NA,NA,NA,3,4,1,2,1,1,1,3,4,5,4,3,4,NA,NA,NA,NA,1,NA,4,4,4,1,4,NA,1,1,1,4,4,3,5,4,5,2,3,1,2,2,1,1,2,1,1,3,1,2,1,2,4,2,2,2,2,2,2,2,1,1,2,2,NA,1,4,2,2,4,NA,NA,NA,2,1,NA,1,1,1,3,3,2,3,1,1,4,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,3,3,1,3,NA,1,4,NA,5,1,1,1,1,3,6,3,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,3,2,2,3,9,1,3,1,1,3,0.37518345822682286
116832,2022-06-30T06:46:49Z,2022-06-30T07:03:00Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,2,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,2,1,2,3,1,NA,4,4,4,1,2,1,1,1,1,5,5,5,5,5,2,4,3,2,2,4,2,3,2,1,2,1,1,1,2,1,1,1,3,3,2,1,NA,4,1,4,4,4,NA,NA,NA,1,2,NA,2,1,5,1,5,5,3,5,5,1,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,2,2,5,3,1,2,3,3,1,1,5,2,NA,1,1,1,1,1,6,1,2,1,6,4,1,1,1,3,1,2,2,2,2,0.3130373468534772
116861,2022-06-28T22:26:50Z,2022-06-28T22:49:10Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,1,1,5,NA,NA,NA,NA,4,NA,1,1,1,4,1,NA,4,4,4,1,1,1,3,2,1,5,4,5,4,5,1,4,3,2,4,4,2,2,2,1,4,1,1,1,1,1,1,2,4,4,2,2,NA,4,1,4,4,2,NA,NA,NA,1,2,NA,2,1,5,1,3,4,5,5,3,3,NA,NA,NA,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,3,1,2,3,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,9,1,1,2,1,3,0.5989874707760052
116998,2022-07-01T20:37:28Z,2022-07-01T20:48:55Z,1,1,2,1,1,1,4,2,1,1,NA,NA,NA,2,1,1,3,4,1,3,1,1,1,3,4,NA,NA,NA,NA,4,4,5,3,NA,1,4,4,4,2,NA,3,2,2,1,3,4,3,5,4,5,2,3,2,2,2,2,1,4,1,2,3,3,2,3,1,3,2,1,1,2,2,3,1,2,1,3,NA,1,2,4,NA,NA,NA,2,4,3,2,NA,3,1,1,1,3,4,2,4,NA,NA,NA,3,2,3,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,3,NA,2,2,2,4,1,2,3,3,2,1,6,2,NA,1,2,2,1,1,3,1,2,1,2,2,NA,2,4,99,1,4,2,2,99,0.36218750985669085
117214,2022-06-28T18:14:37Z,2022-06-28T18:25:11Z,2,1,2,1,2,1,4,3,3,2,NA,NA,NA,4,4,3,1,4,3,4,4,2,2,3,5,NA,NA,NA,NA,5,5,3,5,NA,1,4,4,4,1,NA,4,2,2,2,4,5,3,5,5,5,2,3,2,2,2,2,4,2,1,1,2,2,2,3,2,2,4,3,2,2,3,4,2,1,3,4,NA,1,3,4,NA,NA,NA,4,4,4,2,NA,1,1,2,1,4,2,2,1,NA,NA,NA,5,5,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,1,3,3,4,NA,2,2,NA,5,3,4,4,1,1,1,2,1,1,6,2,NA,1,1,1,1,1,1,10,NA,3,5,4,2,2,4,9,1,5,1,1,2,0.8335800820191422
118218,2022-06-29T06:20:22Z,2022-06-29T06:45:03Z,3,1,1,1,1,2,4,2,2,2,2,4,2,NA,NA,NA,2,4,1,1,2,2,1,5,5,5,4,4,5,NA,NA,NA,NA,4,NA,4,4,4,4,2,NA,1,2,1,2,3,3,4,3,4,3,3,3,3,3,2,1,2,1,3,3,1,2,1,1,4,2,1,2,2,3,2,1,1,2,3,3,NA,2,4,2,2,3,NA,NA,NA,2,1,NA,1,1,1,2,3,2,1,1,1,5,NA,NA,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,3,1,3,NA,6,NA,NA,NA,NA,NA,1,2,3,7,4,2,2,4,2,NA,1,1,1,1,1,1,1,1,1,5,4,2,2,3,2,1,2,2,1,2,1.3894560578354527
118242,2022-07-01T22:32:24Z,2022-07-01T22:46:20Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,2,2,5,1,5,5,5,NA,NA,NA,NA,2,NA,2,2,2,2,1,NA,4,4,4,1,2,2,3,3,2,5,5,5,5,5,1,4,2,2,3,4,2,4,2,1,1,1,2,1,1,3,1,1,1,2,1,3,NA,4,2,4,4,3,NA,NA,NA,1,3,NA,1,2,3,1,5,3,4,5,3,3,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,4,1,4,8,3,2,2,4,1,6,1,4,3,1,1,1,2,2,2,3,3,1,1,2,1,1,3,1,2,1,0.13664195146685623
118414,2022-06-28T20:35:11Z,2022-06-28T21:18:47Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,3,1,4,4,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,NA,1,1,1,4,1,NA,4,4,4,1,1,1,1,1,1,5,5,5,5,5,3,5,3,2,3,4,3,2,3,1,1,1,1,1,2,2,4,3,2,4,3,1,NA,4,2,4,4,3,NA,NA,NA,1,99,NA,2,1,5,1,3,3,4,5,2,2,NA,NA,NA,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,3,2,2,3,4,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,4,1,NA,1,1,8,1,2,2,2,3,0.7281061036165575
119128,2022-06-28T17:40:29Z,2022-06-28T17:54:52Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,3,2,3,4,4,4,4,1,1,1,NA,NA,NA,NA,2,2,2,1,NA,2,2,3,1,4,NA,1,4,4,4,1,3,2,3,3,3,3,3,5,3,4,2,2,2,2,4,3,2,1,3,2,3,2,1,2,2,2,2,2,3,3,2,NA,1,4,2,NA,NA,NA,4,2,1,1,NA,3,2,1,2,1,5,3,2,NA,NA,NA,1,1,5,1,1,1,NA,1,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,NA,5,1,1,1,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,99,1,2,2,1,99,0.5702250443276223
119392,2022-06-28T18:14:34Z,2022-06-28T18:43:14Z,1,1,2,1,2,1,3,3,3,3,NA,NA,NA,3,4,3,2,2,4,4,4,4,1,5,5,NA,NA,NA,NA,5,5,5,5,NA,1,4,3,3,2,NA,3,3,3,3,3,2,2,2,2,3,3,4,4,4,4,2,5,3,2,3,4,2,4,2,1,2,1,1,2,1,1,2,2,1,2,1,NA,2,4,1,NA,NA,NA,4,4,4,1,NA,3,2,1,3,3,3,3,3,NA,NA,NA,3,3,4,2,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,3,5,3,4,2,2,3,3,2,3,2,2,NA,1,1,1,1,1,1,2,1,2,5,1,NA,1,2,1,1,3,3,2,1,0.39574773133143676
119548,2022-06-29T07:56:48Z,2022-06-29T08:19:47Z,1,1,2,1,2,1,2,3,4,4,NA,NA,NA,3,4,3,2,99,4,4,3,3,1,2,1,NA,NA,NA,NA,1,2,2,2,NA,99,2,1,1,4,NA,2,3,3,4,99,2,3,3,3,2,4,3,4,4,4,2,2,3,2,2,4,2,3,2,1,3,2,1,1,3,4,99,3,3,2,99,NA,2,4,2,NA,NA,NA,3,2,2,1,NA,3,2,1,4,1,5,3,4,NA,NA,NA,1,1,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,4,1,1,1,4,2,3,2,2,NA,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,2,2,2,1,0.36451907581649234
119910,2022-06-30T11:57:22Z,2022-06-30T12:14:57Z,1,1,2,1,1,2,4,2,2,1,NA,NA,NA,2,1,1,2,4,2,3,1,1,1,3,4,NA,NA,NA,NA,3,4,4,4,NA,1,4,4,4,3,NA,3,2,1,1,2,5,3,5,5,5,2,3,1,2,2,2,1,2,1,2,3,1,2,1,1,4,3,1,2,1,1,2,1,2,1,2,NA,1,2,4,NA,NA,NA,2,4,3,2,NA,1,1,1,1,2,3,4,2,NA,NA,NA,2,1,4,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,3,1,4,NA,1,4,NA,5,1,1,3,1,3,5,3,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,3,2,2,3,9,1,3,2,2,3,0.9798624128843121
120343,2022-06-28T21:16:33Z,2022-06-28T21:28:39Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,3,4,4,4,3,2,1,2,1,5,1,5,NA,NA,NA,NA,4,NA,3,2,2,2,2,NA,3,4,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,4,2,1,3,1,2,1,1,1,1,1,2,2,3,3,3,3,NA,3,3,4,4,99,NA,NA,NA,1,3,NA,2,1,3,1,4,3,4,1,2,4,NA,NA,NA,1,1,1,NA,2,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,4,1,4,8,4,2,2,3,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,9,1,2,1,2,3,0.6307081833209554
122265,2022-06-29T15:44:40Z,2022-06-29T16:08:52Z,1,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,2,2,4,4,4,1,2,5,NA,NA,NA,NA,2,2,2,1,NA,2,2,2,1,3,NA,2,4,3,4,1,2,2,2,2,3,5,2,4,5,4,1,2,2,1,3,2,1,2,3,2,1,1,1,3,2,3,2,1,2,3,3,NA,1,4,2,NA,NA,NA,4,4,2,1,NA,3,2,1,1,2,5,3,5,NA,NA,NA,1,2,5,1,1,1,NA,1,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,3,2,1,2,4,1,1,5,2,NA,1,1,1,1,1,5,2,1,2,1,1,NA,1,1,4,1,2,3,2,2,0.48803048595938225
124281,2022-06-30T21:42:41Z,2022-06-30T21:58:34Z,2,1,1,1,1,1,4,2,1,1,1,1,1,NA,NA,NA,1,4,1,3,1,1,1,4,4,3,4,4,4,NA,NA,NA,NA,1,NA,4,4,4,1,4,NA,2,2,1,4,5,5,5,5,5,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,4,2,2,2,2,3,3,1,1,2,1,3,NA,1,4,1,2,4,NA,NA,NA,2,1,NA,1,1,1,3,3,3,3,1,1,5,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,3,1,4,NA,6,NA,NA,NA,NA,NA,4,1,4,9,4,1,1,5,2,NA,1,1,1,1,1,3,9,NA,3,6,3,2,2,4,4,1,4,2,2,2,0.4513625156200578
125634,2022-06-29T11:35:28Z,2022-06-29T12:27:05Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,3,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,4,4,4,4,4,1,1,1,1,1,99,5,5,5,5,3,4,3,2,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,4,1,NA,1,4,1,NA,NA,NA,4,3,1,1,NA,1,99,1,5,1,5,5,5,NA,NA,NA,1,1,5,1,4,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,1,2,3,6,4,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,9,1,1,2,1,3,0.7291660179871207
